SEQ1	SEQ2	SCORE	dN	dS	OMEGA	N	S	kappa	t	LENGTH
NAJQ01_009581-T1	NAJQ01_015840-T1	2185	0.009065	0.313996	0.028868	777.014049	245.985951	1.960644	0.247161	341
NAJQ01_009609-T1	NAJQ01_015934-T1	2294	0.006679	0.187361	0.035647	827.579148	177.420852	4.481154	0.115728	336
NAJQ01_009582-T1	NAJQ01_015729-T1	787	0.018346	0.110369	0.166221	331.110144	58.889856	1.260438	0.096724	131
NAJQ01_002148-T1	NAJQ01_004819-T1	3145	0.051533	0.326577	0.157798	1198.693351	400.306649	3.725748	0.361170	549
NAJQ01_004210-T1	NAJQ01_013642-T1	2475	0.007673	0.061094	0.125599	851.515506	267.484494	3.374048	0.061329	373
NAJQ01_010248-T1	NAJQ01_012974-T1	2741	0.020767	0.119961	0.173112	929.000236	357.999764	6.727261	0.145078	429
NAJQ01_002141-T1	NAJQ01_016526-T1	1576	0.009284	0.245013	0.037891	650.307471	186.692529	3.005617	0.185589	423
NAJQ01_011050-T1	NAJQ01_012065-T1	4693	0.008411	0.146167	0.057547	1794.580563	467.419437	4.653430	0.110632	883
NAJQ01_010717-T1	NAJQ01_012824-T1	1996	0.036490	0.206212	0.176956	828.930625	230.069375	2.840627	0.220088	408
NAJQ01_003154-T1	NAJQ01_006817-T1	1604	0.096476	0.314117	0.307134	786.801787	236.198213	1.644947	0.440179	510
NAJQ01_008877-T1	NAJQ01_019589-T1	618	0.014994	0.431272	0.034766	269.555200	48.444800	3.340894	0.235231	116
NAJQ01_007448-T1	NAJQ01_012200-T1	587	0.002881	0.129338	0.022273	695.652974	165.347026	3.577475	0.081497	946
NAJQ01_000605-T1	NAJQ01_004257-T1	1495	0.017533	0.046294	0.378738	548.457677	189.542323	2.056007	0.074761	248
NAJQ01_000604-T1	NAJQ01_004256-T1	4635	0.014880	0.063137	0.235679	1631.212341	552.787659	4.830365	0.081283	731
NAJQ01_000603-T1	NAJQ01_004255-T1	794	0.006701	0.305193	0.021957	299.866859	57.133141	6.378318	0.163412	119
NAJQ01_000602-T1	NAJQ01_004254-T1	3143	0.008966	0.199356	0.044977	1122.176837	338.823163	2.322796	0.159360	487
NAJQ01_000601-T1	NAJQ01_004253-T1	2369	0.016453	0.199146	0.082616	862.191559	220.808441	2.238835	0.161104	361
NAJQ01_000594-T1	NAJQ01_005538-T1	3098	0.012858	0.109772	0.117137	1178.431897	324.568103	4.878589	0.101359	572
NAJQ01_000595-T1	NAJQ01_005539-T1	4623	0.007011	0.103078	0.068012	1576.474566	469.525434	1.600435	0.087170	685
NAJQ01_000599-T1	NAJQ01_011010-T1	4686	0.017640	0.098872	0.178416	1548.760575	533.239425	1.585233	0.115336	696
NAJQ01_000592-T1	NAJQ01_011009-T1	2227	0.029215	0.170204	0.171644	986.380341	306.619659	1.927203	0.187946	718
NAJQ01_013454-T1	NAJQ01_014561-T1	351	0.004861	0.227235	0.021392	206.384829	57.615171	2.154675	0.160175	202
NAJQ01_015672-T1	NAJQ01_017513-T1	1092	0.020527	0.152001	0.135043	543.336155	176.663845	1.557363	0.158358	445
NAJQ01_009084-T1	NAJQ01_021874-T1	15	0.156782	0.507023	0.309220	163.177962	19.822038	0.255111	0.584156	197
NAJQ01_006152-T1	NAJQ01_013721-T1	1882	0.034421	0.058524	0.588159	804.024374	266.975626	5.121964	0.121289	490
NAJQ01_006154-T1	NAJQ01_013830-T1	1632	0.007066	0.092277	0.076569	710.993713	186.006287	2.626538	0.074206	513
NAJQ01_008424-T1	NAJQ01_014051-T1	2983	0.005538	0.193499	0.028618	1087.636120	250.363880	2.047683	0.122126	458
NAJQ01_005988-T1	NAJQ01_011582-T1	4324	0.019404	0.136394	0.142264	1674.055395	530.944605	5.312366	0.142723	1000
NAJQ01_006048-T1	NAJQ01_015590-T1	1967	0.001392	0.034643	0.040183	719.014061	267.985939	6.497596	0.031261	380
NAJQ01_010452-T1	NAJQ01_020362-T1	482	0.021974	0.203830	0.107804	184.859186	46.140814	2.329942	0.174896	77
NAJQ01_005935-T1	NAJQ01_012861-T1	814	0.006559	0.102395	0.064055	306.312667	62.687333	1.832675	0.068520	127
NAJQ01_005931-T1	NAJQ01_020578-T1	679	0.020625	0.311120	0.066292	386.923629	45.076371	3.402973	0.152808	244
NAJQ01_013489-T1	NAJQ01_015808-T1	1206	0.016946	0.208070	0.081442	477.626092	134.373908	2.748069	0.176730	255
NAJQ01_004732-T1	NAJQ01_011035-T1	3732	0.018488	0.110418	0.167440	1534.061733	469.938267	4.447654	0.120138	876
NAJQ01_004729-T1	NAJQ01_011876-T1	2192	0.010062	0.039444	0.255090	800.607035	261.392965	4.215264	0.051881	364
NAJQ01_003456-T1	NAJQ01_022185-T1	422	0.000000	0.156536	0.000010	362.374106	36.625894	4.600000	0.043107	396
NAJQ01_019332-T1	NAJQ01_022402-T1	631	0.003434	0.105720	0.032480	292.010952	70.989048	4.600000	0.070311	215
NAJQ01_010613-T1	NAJQ01_015474-T1	1520	0.023827	0.195715	0.121742	639.697147	101.302853	3.573960	0.141977	255
NAJQ01_010349-T1	NAJQ01_010629-T1	2270	0.005555	0.109397	0.050777	903.483133	170.516867	3.898476	0.066125	371
NAJQ01_008065-T1	NAJQ01_008478-T1	2148	0.050157	0.246779	0.203245	964.467105	253.532895	2.069172	0.273253	533
NAJQ01_011622-T1	NAJQ01_018111-T1	1101	0.012047	0.079660	0.151234	460.237535	46.762465	2.439896	0.054850	169
NAJQ01_004573-T1	NAJQ01_008482-T1	2036	0.007715	0.085915	0.089804	781.803176	250.196824	3.362610	0.080022	453
NAJQ01_013019-T1	NAJQ01_013375-T1	5594	0.003449	0.181351	0.019019	2034.259658	431.740342	2.720475	0.103787	823
NAJQ01_009513-T1	NAJQ01_014385-T1	928	0.023993	0.101294	0.236866	508.933083	214.066917	3.568297	0.140642	559
NAJQ01_020385-T1	NAJQ01_023119-T1	370	0.000000	0.000000	99.000000	138.674007	101.325993	4.600000	0.000000	177
NAJQ01_008079-T1	NAJQ01_008781-T1	2062	0.005128	0.263045	0.019495	782.799506	165.200494	2.780687	0.150219	316
NAJQ01_001282-T1	NAJQ01_016973-T1	408	0.006431	0.058309	0.110290	156.257579	35.742421	3.459650	0.048265	65
NAJQ01_001284-T1	NAJQ01_012698-T1	3119	0.008601	0.122171	0.070405	1054.462847	496.537153	13.597197	0.134878	647
NAJQ01_001285-T1	NAJQ01_011527-T1	1206	0.006651	0.124715	0.053327	453.125546	107.874454	3.404591	0.088060	187
NAJQ01_001286-T1	NAJQ01_011526-T1	2216	0.003540	0.196715	0.017996	849.693498	143.306502	4.655596	0.094255	331
NAJQ01_008214-T1	NAJQ01_008336-T1	4925	0.001507	0.280736	0.005367	1993.174760	271.825240	2.282178	0.105052	811
NAJQ01_005730-T1	NAJQ01_017846-T1	1053	0.000000	0.088238	0.000010	407.734684	48.265316	4.600000	0.028019	152
NAJQ01_005978-T1	NAJQ01_013974-T1	2084	0.018671	0.132054	0.141387	787.278114	298.721886	5.065328	0.149576	472
NAJQ01_005975-T1	NAJQ01_017150-T1	462	0.019186	0.159530	0.120267	264.032641	86.967359	7.284038	0.161877	254
NAJQ01_005974-T1	NAJQ01_010729-T1	2052	0.023224	0.197787	0.117420	765.320420	221.679580	1.772006	0.187292	330
NAJQ01_005973-T1	NAJQ01_010730-T1	3117	0.015949	0.151860	0.105024	1109.445656	366.554344	3.302068	0.149104	492
NAJQ01_008617-T1	NAJQ01_014080-T1	1410	0.016799	0.163027	0.103047	542.111604	132.888396	3.334217	0.136762	230
NAJQ01_008618-T1	NAJQ01_014613-T1	1817	0.009252	0.125192	0.073900	652.832273	148.167727	1.730594	0.092094	270
NAJQ01_018591-T1	NAJQ01_020083-T1	1147	0.000000	0.090242	0.000010	426.065823	83.934177	4.600000	0.044555	171
NAJQ01_008302-T1	NAJQ01_017764-T1	1190	0.020591	0.292032	0.070510	443.116492	126.883508	1.761517	0.243044	191
NAJQ01_004586-T1	NAJQ01_022432-T1	-97	0.504147	0.799406	0.630653	31.270287	13.729713	0.393175	1.782697	71
NAJQ01_004588-T1	NAJQ01_019992-T1	927	0.002673	0.209430	0.012763	374.786951	45.213049	3.942602	0.074791	144
NAJQ01_006637-T1	NAJQ01_007231-T1	2257	0.016594	0.092515	0.179371	853.451774	244.548226	1.955885	0.100510	366
NAJQ01_006639-T1	NAJQ01_007229-T1	769	0.003274	0.095278	0.034367	306.064962	44.935038	3.757978	0.045158	118
NAJQ01_006640-T1	NAJQ01_008264-T1	4	0.018422	0.094306	0.195341	302.365640	51.634360	0.917460	0.088470	502
NAJQ01_008266-T1	NAJQ01_019205-T1	206	0.008381	0.091416	0.091683	359.970320	93.029680	1.845253	0.076301	561
NAJQ01_012588-T1	NAJQ01_016134-T1	1013	0.029840	1.070872	0.027865	581.828018	171.171982	3.331897	0.799461	555
NAJQ01_024466-T1	NAJQ01_024696-T1	449	0.000000	0.035230	0.000010	171.943605	29.056395	4.600000	0.015279	67
NAJQ01_007981-T1	NAJQ01_009650-T1	1284	0.158276	0.447510	0.353681	630.874511	188.125489	2.273300	0.674140	305
NAJQ01_007978-T1	NAJQ01_017197-T1	1000	0.026007	0.250343	0.103887	391.293538	88.706462	1.176503	0.202397	164
NAJQ01_002117-T1	NAJQ01_017411-T1	1615	0.010689	0.102895	0.103887	612.866502	236.133498	5.134300	0.109004	379
NAJQ01_003242-T1	NAJQ01_010603-T1	2271	0.008655	0.133065	0.065040	813.555638	167.444362	3.067845	0.089670	327
NAJQ01_006578-T1	NAJQ01_016871-T1	881	0.013907	0.041378	0.336102	326.966839	138.033161	6.127137	0.066185	224
NAJQ01_006582-T1	NAJQ01_008774-T1	4467	0.013015	0.171920	0.075706	1589.800137	495.199863	4.396682	0.152268	695
NAJQ01_013766-T1	NAJQ01_020632-T1	906	0.000000	0.058334	0.000010	419.987631	90.012369	4.600000	0.030887	267
NAJQ01_005494-T1	NAJQ01_009937-T1	2406	0.047916	0.206367	0.232188	1038.695999	287.304001	1.995690	0.246743	510
NAJQ01_006342-T1	NAJQ01_018220-T1	511	0.052282	0.262735	0.198991	346.842433	100.157567	2.684180	0.298312	339
NAJQ01_006343-T1	NAJQ01_011179-T1	5052	0.037197	0.155709	0.238890	1902.522362	632.477638	2.922478	0.200298	881
NAJQ01_006344-T1	NAJQ01_011549-T1	887	0.014281	0.149369	0.095606	353.494949	60.505051	2.756958	0.102071	139
NAJQ01_011795-T1	NAJQ01_011796-T1	2034	0.003969	0.103041	0.038521	757.819898	148.180102	2.535915	0.060519	302
NAJQ01_011794-T1	NAJQ01_011797-T1	1684	0.029464	0.149011	0.197727	624.202935	194.797065	4.217765	0.173693	273
NAJQ01_014748-T1	NAJQ01_014754-T1	1798	0.004347	0.083674	0.051956	692.085654	141.914346	5.366016	0.053537	299
NAJQ01_009013-T1	NAJQ01_017500-T1	1231	0.038088	0.089333	0.426363	526.130657	211.869343	5.101625	0.158400	329
NAJQ01_009086-T1	NAJQ01_009844-T1	1921	0.022588	0.103035	0.219228	675.200999	242.799001	4.222588	0.131596	310
NAJQ01_007330-T1	NAJQ01_011171-T1	5408	0.038270	0.094963	0.402993	1946.706614	753.293386	3.274783	0.162261	901
NAJQ01_011200-T1	NAJQ01_012644-T1	2435	0.074138	0.229495	0.323048	956.722415	357.277585	3.529389	0.349138	500
NAJQ01_010879-T1	NAJQ01_017041-T1	870	0.008501	0.064255	0.132300	354.916500	65.083500	1.032119	0.051422	156
NAJQ01_005919-T1	NAJQ01_007274-T1	3190	0.020913	0.174228	0.120034	1188.177803	278.822197	2.895826	0.150158	489
NAJQ01_005917-T1	NAJQ01_007272-T1	2851	0.018209	0.266476	0.068334	1056.215473	293.784527	1.411352	0.216710	476
NAJQ01_005916-T1	NAJQ01_007271-T1	4434	0.014664	0.144088	0.101772	1586.154935	525.845065	7.458885	0.140664	704
NAJQ01_005915-T1	NAJQ01_019377-T1	635	0.013076	0.046173	0.283207	309.096698	89.903302	4.600000	0.061601	265
NAJQ01_005142-T1	NAJQ01_011295-T1	1721	0.024163	0.120694	0.200201	631.278894	199.721106	2.208349	0.142089	277
NAJQ01_005143-T1	NAJQ01_011294-T1	2575	0.014205	0.207400	0.068489	925.802896	247.197104	4.564103	0.164755	394
NAJQ01_004352-T1	NAJQ01_008201-T1	4691	0.032516	0.115239	0.282163	1713.870700	602.129300	2.449982	0.162069	809
NAJQ01_004353-T1	NAJQ01_008202-T1	1823	0.007166	0.160870	0.044548	701.320903	192.679097	5.954621	0.120880	380
NAJQ01_001805-T1	NAJQ01_014636-T1	3311	0.005656	0.179047	0.031590	1242.622800	275.377200	3.957227	0.111331	506
NAJQ01_001804-T1	NAJQ01_009384-T1	3638	0.022914	0.280464	0.081699	1462.702210	406.297790	2.556102	0.236706	789
NAJQ01_006604-T1	NAJQ01_014590-T1	1286	0.004585	0.094580	0.048473	437.629603	126.370397	2.492969	0.074247	190
NAJQ01_013531-T1	NAJQ01_014870-T1	1611	0.003513	0.058300	0.060252	570.693608	161.306392	6.363226	0.046758	244
NAJQ01_005471-T1	NAJQ01_011767-T1	1225	0.012431	0.227736	0.054586	446.313254	132.686746	5.288635	0.185315	194
NAJQ01_005470-T1	NAJQ01_011768-T1	5240	0.002603	0.194664	0.013373	1924.076379	358.923621	1.685911	0.098395	761
NAJQ01_009592-T1	NAJQ01_015630-T1	1961	0.024968	0.116379	0.214537	944.571774	327.428226	2.627999	0.145494	829
NAJQ01_009682-T1	NAJQ01_012399-T1	3690	0.002194	0.191898	0.011431	1369.594756	286.405244	2.301280	0.105009	553
NAJQ01_007642-T1	NAJQ01_014974-T1	1802	0.005471	0.093954	0.058228	734.369918	231.630082	12.140055	0.080063	500
NAJQ01_005905-T1	NAJQ01_017277-T1	1604	0.017462	0.182640	0.095608	696.285273	182.714727	4.730341	0.155390	429
NAJQ01_005904-T1	NAJQ01_011235-T1	6256	0.017249	0.096271	0.179170	2170.254744	763.745256	3.120784	0.113457	981
NAJQ01_005903-T1	NAJQ01_016118-T1	1293	0.023423	0.052436	0.446692	608.287038	138.712962	3.459802	0.086431	364
NAJQ01_003384-T1	NAJQ01_014964-T1	2110	0.004866	0.159399	0.030526	824.732528	162.267472	5.127309	0.090815	330
NAJQ01_010371-T1	NAJQ01_015617-T1	2712	0.008601	0.083769	0.102679	935.974121	318.025879	2.416653	0.082994	418
NAJQ01_004100-T1	NAJQ01_013384-T1	2258	0.015734	0.190626	0.082538	835.131900	214.868100	1.265617	0.154570	351
NAJQ01_003978-T1	NAJQ01_010977-T1	2590	0.017491	0.112215	0.155867	983.585625	282.414375	2.805891	0.115864	422
NAJQ01_003979-T1	NAJQ01_010978-T1	513	0.074615	0.691629	0.107883	301.401620	67.598380	4.430226	0.562944	207
NAJQ01_003980-T1	NAJQ01_012733-T1	2661	0.014592	0.051734	0.282068	902.165822	423.834178	19.257337	0.079392	541
NAJQ01_003982-T1	NAJQ01_016173-T1	1037	0.031765	0.129799	0.244726	466.438838	97.561162	0.912620	0.146170	244
NAJQ01_002071-T1	NAJQ01_011968-T1	1710	0.006409	0.209919	0.030533	626.751580	192.248420	5.561621	0.162541	287
NAJQ01_000827-T1	NAJQ01_006226-T1	1707	0.063367	0.215859	0.293555	790.196145	217.803855	2.163541	0.288949	413
NAJQ01_005896-T1	NAJQ01_014824-T1	2887	0.015841	0.161491	0.098092	1308.501222	269.498778	5.503664	0.122147	735
NAJQ01_011033-T1	NAJQ01_013731-T1	1934	0.028685	0.168042	0.170701	747.264673	188.735327	2.457292	0.170355	312
NAJQ01_009745-T1	NAJQ01_013592-T1	2306	0.074254	0.191807	0.387129	998.621591	258.378409	1.946342	0.295252	455
NAJQ01_008148-T1	NAJQ01_021510-T1	147	0.000000	0.265382	0.000010	148.629732	22.370268	4.600000	0.104152	167
NAJQ01_007881-T1	NAJQ01_011021-T1	3612	0.010557	0.170680	0.061852	1336.188914	307.811086	3.785654	0.121611	548
NAJQ01_007883-T1	NAJQ01_012496-T1	4232	0.016881	0.146991	0.114841	1558.946558	373.053442	4.169713	0.126012	647
NAJQ01_008382-T1	NAJQ01_015400-T1	2303	0.009958	0.134298	0.074151	1011.118672	254.881328	8.044660	0.104974	600
NAJQ01_002982-T1	NAJQ01_015316-T1	699	0.003912	0.188510	0.020750	256.312591	55.687409	2.834952	0.110579	104
NAJQ01_002983-T1	NAJQ01_015315-T1	1258	0.017109	0.066791	0.256162	443.689541	165.310459	3.551800	0.091786	203
NAJQ01_002986-T1	NAJQ01_013526-T1	3612	0.028390	0.125564	0.226098	1259.040304	459.959696	7.540418	0.163173	573
NAJQ01_002987-T1	NAJQ01_014044-T1	999	0.013694	0.230925	0.059302	589.856560	157.143440	5.188203	0.178177	534
NAJQ01_002992-T1	NAJQ01_012892-T1	921	0.002962	0.049316	0.060058	338.297673	105.702327	2.705823	0.041992	149
NAJQ01_009792-T1	NAJQ01_012483-T1	4825	0.012472	0.149112	0.083641	1698.031277	542.968723	1.625977	0.136735	839
NAJQ01_017123-T1	NAJQ01_017129-T1	2107	0.008139	0.172861	0.047086	741.769879	212.230121	7.015665	0.134351	318
NAJQ01_009525-T1	NAJQ01_012209-T1	2624	0.025159	0.197355	0.127481	1032.205410	293.794590	3.946013	0.189935	481
NAJQ01_009527-T1	NAJQ01_014696-T1	1962	0.020279	0.105055	0.193030	701.340343	207.659657	5.908696	0.118938	303
NAJQ01_005498-T1	NAJQ01_010485-T1	3456	0.006794	0.153116	0.044371	1331.066777	213.933223	5.013418	0.081164	515
NAJQ01_012506-T1	NAJQ01_013301-T1	2996	0.043196	0.302661	0.142722	1396.320666	346.679334	3.528554	0.284410	729
NAJQ01_006248-T1	NAJQ01_011440-T1	1415	0.019221	0.104338	0.184220	685.495194	187.504806	3.940589	0.112509	505
NAJQ01_010669-T1	NAJQ01_010690-T1	2016	0.030137	0.147352	0.204525	728.161804	225.838196	3.567643	0.173655	319
NAJQ01_005345-T1	NAJQ01_011604-T1	2939	0.010082	0.166134	0.060683	1098.577755	263.422245	2.870782	0.120790	454
NAJQ01_005348-T1	NAJQ01_013767-T1	3024	0.042973	0.224929	0.191050	1115.554076	423.445924	3.491337	0.279110	516
NAJQ01_008224-T1	NAJQ01_016133-T1	1053	0.002376	0.096647	0.024587	421.591179	67.408821	22.019165	0.046114	163
NAJQ01_001101-T1	NAJQ01_007391-T1	1607	0.009216	0.045968	0.200495	546.145953	224.854047	3.844401	0.059804	288
NAJQ01_001098-T1	NAJQ01_013131-T1	1971	0.026950	0.189526	0.142194	795.195099	206.804901	6.263356	0.181512	391
NAJQ01_001096-T1	NAJQ01_010351-T1	3482	0.017077	0.097755	0.174691	1214.567228	357.432772	2.053416	0.106263	524
NAJQ01_001093-T1	NAJQ01_013366-T1	3232	0.042156	0.123945	0.340123	1151.562701	498.437299	6.209624	0.200590	560
NAJQ01_004230-T1	NAJQ01_019787-T1	699	0.004292	0.142485	0.030122	467.383036	126.616964	2.303755	0.101247	488
NAJQ01_004231-T1	NAJQ01_017210-T1	798	0.047118	0.068420	0.688666	592.195647	232.804353	3.734914	0.159388	674
NAJQ01_010778-T1	NAJQ01_016454-T1	473	0.005573	0.112459	0.049559	180.090714	38.909286	2.879230	0.073691	74
NAJQ01_010779-T1	NAJQ01_017687-T1	1538	0.025500	0.239945	0.106276	704.880521	105.119479	1.629498	0.159991	364
NAJQ01_010218-T1	NAJQ01_011251-T1	1763	0.032355	0.117651	0.275005	702.107340	137.892660	10.077142	0.139070	280
NAJQ01_010788-T1	NAJQ01_012437-T1	1446	0.027923	0.186153	0.149999	626.395210	159.604790	1.594809	0.180159	328
NAJQ01_010789-T1	NAJQ01_012436-T1	1297	0.036644	0.223291	0.164109	478.703691	175.296309	19.099957	0.260017	229
NAJQ01_007871-T1	NAJQ01_010535-T1	4584	0.025404	0.220853	0.115027	1783.969852	718.030148	3.761463	0.244483	1130
NAJQ01_002387-T1	NAJQ01_013522-T1	2486	0.001124	0.059925	0.018753	890.520650	228.479350	4.848787	0.039389	424
NAJQ01_007793-T1	NAJQ01_010775-T1	4929	0.020553	0.117539	0.174863	1851.527394	653.472606	3.427878	0.137561	1039
NAJQ01_007794-T1	NAJQ01_013846-T1	1785	0.012310	0.138848	0.088655	574.235059	184.764941	6.696808	0.129339	253
NAJQ01_012320-T1	NAJQ01_014907-T1	366	0.003962	0.231067	0.017148	253.132998	46.867002	3.150603	0.118324	241
NAJQ01_002328-T1	NAJQ01_009076-T1	3963	0.015929	0.188855	0.084347	1523.872318	330.127682	2.581103	0.140163	620
NAJQ01_002327-T1	NAJQ01_013898-T1	4330	0.016681	0.152973	0.109042	1759.027083	457.972917	3.126466	0.134505	875
NAJQ01_004430-T1	NAJQ01_015896-T1	2006	0.017614	0.332740	0.052937	794.656720	147.343280	1.731647	0.200714	317
NAJQ01_004427-T1	NAJQ01_009201-T1	1324	0.048483	0.109858	0.441322	501.278459	161.721541	3.870898	0.190360	229
NAJQ01_008940-T1	NAJQ01_015408-T1	1641	0.014868	0.102692	0.144787	543.931202	200.068798	3.204164	0.115455	248
NAJQ01_001086-T1	NAJQ01_005512-T1	4016	0.019274	0.149459	0.128957	1471.669026	469.330974	1.834836	0.152257	651
NAJQ01_001081-T1	NAJQ01_013264-T1	2210	0.006069	0.106732	0.056862	827.478278	222.521722	4.979994	0.082206	381
NAJQ01_001077-T1	NAJQ01_011306-T1	1619	0.018036	0.120971	0.149096	617.274081	201.725919	2.693769	0.130170	310
NAJQ01_001075-T1	NAJQ01_010824-T1	5825	0.022533	0.191811	0.117475	2119.962006	655.037994	5.193533	0.187473	927
NAJQ01_014231-T1	NAJQ01_014240-T1	1926	0.023998	0.071118	0.337442	657.050523	245.949477	3.610532	0.110496	301
NAJQ01_008001-T1	NAJQ01_014990-T1	2867	0.002925	0.277616	0.010538	1027.478479	274.521521	2.591626	0.182529	435
NAJQ01_006731-T1	NAJQ01_013880-T1	1960	0.019027	0.041106	0.462891	639.290929	251.709071	8.542943	0.075794	299
NAJQ01_006730-T1	NAJQ01_013879-T1	711	0.033019	0.137028	0.240966	309.611436	80.388564	2.274552	0.163374	131
NAJQ01_005616-T1	NAJQ01_016028-T1	1279	0.006947	0.082376	0.084336	434.083636	141.916364	3.815448	0.076595	193
NAJQ01_002926-T1	NAJQ01_007411-T1	740	0.003154	0.111352	0.028325	317.718695	69.281305	4.600000	0.067572	155
NAJQ01_003888-T1	NAJQ01_018014-T1	721	0.010680	0.093015	0.114826	283.159433	34.840567	4.051128	0.059103	115
NAJQ01_003434-T1	NAJQ01_010752-T1	2636	0.015955	0.124200	0.128463	886.952981	370.047019	2.466281	0.143464	419
NAJQ01_004584-T1	NAJQ01_010043-T1	1634	0.008357	0.160038	0.052220	722.033299	255.966701	3.852274	0.144167	598
NAJQ01_013699-T1	NAJQ01_018832-T1	-303	0.289370	2.132527	0.135693	16.742894	7.257106	0.629098	2.540108	165
NAJQ01_007760-T1	NAJQ01_009549-T1	3303	0.042116	0.135868	0.309980	1294.979498	397.020502	1.938259	0.192344	568
NAJQ01_003542-T1	NAJQ01_009457-T1	1623	0.027277	0.165211	0.165101	840.481400	278.518600	2.508279	0.184825	742
NAJQ01_005723-T1	NAJQ01_011969-T1	996	0.002595	0.078669	0.032984	386.051099	66.948901	4.600000	0.041514	151
NAJQ01_004142-T1	NAJQ01_013118-T1	535	0.009370	0.101430	0.092379	322.439549	85.560451	4.402286	0.086027	294
NAJQ01_004147-T1	NAJQ01_006552-T1	5080	0.018543	0.098136	0.188953	1775.082870	585.917130	3.451410	0.114886	823
NAJQ01_006838-T1	NAJQ01_013268-T1	4415	0.016595	0.079228	0.209453	1586.835870	660.164130	10.111602	0.104989	891
NAJQ01_004148-T1	NAJQ01_006553-T1	2011	0.031527	0.114192	0.276091	681.158220	221.841780	3.649726	0.155507	301
NAJQ01_004149-T1	NAJQ01_016434-T1	1409	0.013945	0.119457	0.116738	651.754418	119.245582	4.558138	0.090792	351
NAJQ01_005621-T1	NAJQ01_021404-T1	545	0.017395	0.207047	0.084017	261.752069	32.247931	2.088605	0.114593	124
NAJQ01_005622-T1	NAJQ01_011591-T1	5098	0.080873	0.278607	0.290278	2029.398367	796.601633	2.754302	0.409833	953
NAJQ01_012888-T1	NAJQ01_013882-T1	1321	0.000000	0.123082	0.000010	603.318777	152.681223	5.235345	0.074573	370
NAJQ01_010117-T1	NAJQ01_012079-T1	596	0.014683	0.227247	0.064612	240.741714	35.258286	1.262282	0.125512	93
NAJQ01_002459-T1	NAJQ01_004021-T1	2289	0.008349	0.202090	0.041314	843.098514	191.901486	2.145705	0.132813	345
NAJQ01_002457-T1	NAJQ01_004019-T1	3826	0.001875	0.166876	0.011234	1335.286386	332.713614	2.461329	0.104362	566
NAJQ01_002456-T1	NAJQ01_004018-T1	2829	0.023712	0.183546	0.129189	1029.479267	338.520733	3.490513	0.189792	509
NAJQ01_002455-T1	NAJQ01_004017-T1	2048	0.023482	0.082330	0.285218	757.977647	226.022353	4.421578	0.110998	362
NAJQ01_002454-T1	NAJQ01_004016-T1	3009	0.015254	0.073218	0.208331	1061.169340	345.830660	4.033573	0.088503	469
NAJQ01_002452-T1	NAJQ01_010647-T1	1499	0.000000	0.175372	0.000010	576.123307	119.876693	10.387625	0.090616	232
NAJQ01_004597-T1	NAJQ01_007877-T1	4202	0.008205	0.070224	0.116840	1348.141424	481.858576	2.461483	0.073605	610
NAJQ01_004595-T1	NAJQ01_007875-T1	885	0.002686	0.115138	0.023327	372.998855	38.001145	16.273868	0.039249	137
NAJQ01_004593-T1	NAJQ01_012387-T1	3370	0.006662	0.134249	0.049627	1258.257978	319.742022	2.503338	0.097544	584
NAJQ01_003886-T1	NAJQ01_012352-T1	2194	0.019775	0.199143	0.099299	795.203960	287.796040	3.869031	0.202320	374
NAJQ01_003884-T1	NAJQ01_011886-T1	947	0.005927	0.035370	0.167581	508.390435	202.609565	4.600000	0.042953	545
NAJQ01_015335-T1	NAJQ01_019068-T1	361	0.000000	0.116144	0.000010	317.721858	66.278142	4.600000	0.060139	371
NAJQ01_006367-T1	NAJQ01_011301-T1	1709	0.008087	0.051942	0.155695	621.659056	179.340944	1.865655	0.053718	267
NAJQ01_005549-T1	NAJQ01_011690-T1	4342	0.007998	0.134640	0.059404	1760.358396	567.641604	4.765346	0.116632	1209
NAJQ01_005179-T1	NAJQ01_010595-T1	4719	0.006554	0.202952	0.032292	1839.172235	401.827765	2.069761	0.125309	767
NAJQ01_005178-T1	NAJQ01_016473-T1	2110	0.023298	0.123658	0.188407	719.513628	300.486372	3.958803	0.158591	341
NAJQ01_007404-T1	NAJQ01_014289-T1	2750	0.007194	0.173967	0.041354	977.994828	306.005172	4.283137	0.140820	435
NAJQ01_006477-T1	NAJQ01_016167-T1	1049	0.011913	0.242302	0.049166	423.078665	59.921335	2.754474	0.121486	162
NAJQ01_005883-T1	NAJQ01_022550-T1	525	0.009992	0.147951	0.067533	302.257279	60.742721	1.415283	0.099231	208
NAJQ01_003586-T1	NAJQ01_010393-T1	2316	0.016848	0.156682	0.107530	840.671599	230.328401	2.687842	0.140762	367
NAJQ01_003585-T1	NAJQ01_010392-T1	2516	0.010735	0.124825	0.086004	1266.782140	413.217860	5.720533	0.116391	1102
NAJQ01_003584-T1	NAJQ01_015962-T1	1040	0.034256	0.081266	0.421523	389.682148	144.317852	5.224876	0.140882	178
NAJQ01_003583-T1	NAJQ01_014904-T1	2657	0.038851	0.120175	0.323283	1096.907793	388.092207	2.717110	0.180312	677
NAJQ01_005768-T1	NAJQ01_018500-T1	998	0.013087	0.176594	0.074105	463.641156	136.358844	8.476717	0.150738	355
NAJQ01_005767-T1	NAJQ01_009296-T1	1102	0.004278	0.225488	0.018972	468.882489	146.117511	2.580585	0.170505	321
