SEQ1	SEQ2	SCORE	dN	dS	OMEGA	N	S	kappa	t	LENGTH
MUNK01_006660-T1	MUNK01_009622-T1	1710	0.034806	0.592010	0.058793	632.203028	153.796972	1.600014	0.431504	266
MUNK01_002703-T1	MUNK01_004168-T1	2088	0.091591	0.327302	0.279836	781.587891	307.412109	4.270091	0.474388	393
MUNK01_009054-T1	MUNK01_015679-T1	3503	0.006922	0.991755	0.006980	1451.701503	204.298497	1.396996	0.385260	552
MUNK01_009058-T1	MUNK01_015676-T1	4011	0.049492	0.333691	0.148316	1426.484387	580.515613	3.974071	0.395085	758
MUNK01_006518-T1	MUNK01_008758-T1	2159	0.015126	0.293711	0.051500	701.353114	297.646886	3.384620	0.294388	333
MUNK01_006578-T1	MUNK01_008818-T1	1410	0.008213	0.275568	0.029804	489.761588	188.238412	1.855090	0.247323	248
MUNK01_003683-T1	MUNK01_005006-T1	3888	0.002122	0.438167	0.004844	1415.568417	327.431583	1.793930	0.252107	581
MUNK01_006561-T1	MUNK01_008796-T1	2395	0.049555	0.332093	0.149219	898.141263	319.858737	4.032657	0.371256	436
MUNK01_002733-T1	MUNK01_015984-T1	3373	0.014384	0.282555	0.050908	1123.388718	436.611282	3.036782	0.268320	520
MUNK01_006556-T1	MUNK01_008802-T1	3531	0.039967	0.437848	0.091281	1551.190802	383.809198	2.052891	0.356661	972
MUNK01_006568-T1	MUNK01_008809-T1	5473	0.030096	0.307003	0.098032	1883.962779	726.037221	3.349905	0.321374	919
MUNK01_006534-T1	MUNK01_008773-T1	1579	0.011046	0.296623	0.037238	592.830887	130.169113	1.778548	0.187383	246
MUNK01_002644-T1	MUNK01_006585-T1	4863	0.064937	0.278881	0.232848	1821.797487	785.202513	3.346207	0.388123	926
MUNK01_004967-T1	MUNK01_018246-T1	1170	0.032989	0.319040	0.103402	434.162727	108.837273	1.827136	0.270974	181
MUNK01_006567-T1	MUNK01_008808-T1	4685	0.020627	0.321795	0.064100	1623.064324	563.935676	2.879697	0.294857	729
MUNK01_002110-T1	MUNK01_014679-T1	2707	0.050452	0.424887	0.118741	1034.530036	282.469964	3.153817	0.392281	455
MUNK01_009388-T1	MUNK01_018210-T1	694	0.000000	0.406597	0.000010	248.454500	75.545500	6.492564	0.284413	109
MUNK01_009375-T1	MUNK01_018222-T1	3377	0.013127	0.278001	0.047219	1078.058613	472.941387	6.890068	0.281683	554
MUNK01_009376-T1	MUNK01_018221-T1	1380	0.028029	0.237474	0.118030	527.173411	180.826589	2.657207	0.244567	236
MUNK01_009389-T1	MUNK01_009938-T1	1517	0.029155	0.413415	0.070523	647.027497	153.972503	1.888762	0.309059	269
MUNK01_006549-T1	MUNK01_008790-T1	2373	0.061088	0.253815	0.240681	824.080962	351.919038	3.357379	0.356286	396
MUNK01_006548-T1	MUNK01_008789-T1	3314	0.030930	0.480283	0.064399	1189.043608	373.956392	3.009884	0.415320	523
MUNK01_006547-T1	MUNK01_008788-T1	4286	0.035008	0.192489	0.181870	1449.534997	599.465003	3.279546	0.243244	683
MUNK01_004966-T1	MUNK01_014665-T1	2059	0.111484	0.493664	0.225829	903.175475	254.824525	2.204862	0.586754	394
MUNK01_004965-T1	MUNK01_014666-T1	3818	0.017309	0.396594	0.043643	1539.241051	305.758949	0.985259	0.240494	701
MUNK01_002104-T1	MUNK01_014687-T1	2209	0.023512	0.193115	0.121749	714.234346	365.765654	4.648304	0.242854	369
MUNK01_001363-T1	MUNK01_017980-T1	2089	0.024578	0.349105	0.070403	723.878352	251.121648	2.117886	0.324490	325
MUNK01_001354-T1	MUNK01_017978-T1	3443	0.012868	0.292372	0.044011	1098.437095	479.562905	7.866585	0.293432	526
MUNK01_008058-T1	MUNK01_009405-T1	4588	0.016704	0.616830	0.027081	1695.594973	425.405027	3.017003	0.411211	743
MUNK01_002887-T1	MUNK01_009485-T1	2473	0.023182	0.241322	0.096062	811.959526	337.040474	6.458764	0.261509	394
MUNK01_000430-T1	MUNK01_001342-T1	3206	0.006996	0.461497	0.015160	1149.001291	290.998709	2.711790	0.296529	480
MUNK01_005533-T1	MUNK01_018004-T1	3368	0.007836	0.349565	0.022417	1155.278489	455.721511	4.104367	0.313515	580
MUNK01_002884-T1	MUNK01_009488-T1	2349	0.022789	0.289479	0.078725	825.327622	269.672378	3.906340	0.265406	365
MUNK01_011037-T1	MUNK01_014053-T1	3130	0.074138	0.289476	0.256111	1165.815553	487.184447	3.417023	0.412811	551
MUNK01_011038-T1	MUNK01_014052-T1	1567	0.019280	0.228857	0.084243	394.798472	238.201528	9.872145	0.294435	211
MUNK01_002216-T1	MUNK01_004198-T1	2016	0.023540	0.349962	0.067263	712.439703	226.560297	2.696492	0.306895	313
MUNK01_015810-T1	MUNK01_016880-T1	1465	0.056241	0.332332	0.169231	591.856279	212.143721	3.800163	0.387272	346
MUNK01_015807-T1	MUNK01_016883-T1	542	0.005563	0.130699	0.042561	180.603506	77.396494	5.880774	0.129306	108
MUNK01_015805-T1	MUNK01_016886-T1	1590	0.003682	0.337386	0.010912	544.606283	157.393717	2.052903	0.235502	234
MUNK01_002254-T1	MUNK01_010190-T1	5183	0.045298	0.532351	0.085090	2052.348305	647.651695	2.061890	0.486384	977
MUNK01_015803-T1	MUNK01_016888-T1	1997	0.009083	0.504117	0.018018	775.403934	193.596066	1.304081	0.323957	323
MUNK01_002238-T1	MUNK01_002932-T1	717	0.038037	0.295063	0.128910	289.975859	82.024141	2.108421	0.284129	164
MUNK01_002231-T1	MUNK01_002940-T1	740	0.041384	0.189953	0.217866	407.735916	186.264084	3.701717	0.263915	429
MUNK01_009415-T1	MUNK01_016863-T1	2969	0.004570	0.551774	0.008283	1097.618322	273.381678	1.538302	0.341053	481
MUNK01_001473-T1	MUNK01_017303-T1	777	0.040537	0.161959	0.250290	291.563140	80.436860	3.423389	0.200375	124
MUNK01_002232-T1	MUNK01_002938-T1	5157	0.037292	0.181884	0.205029	1912.968642	814.031358	3.358506	0.241360	1085
MUNK01_001477-T1	MUNK01_017299-T1	3965	0.024312	0.234348	0.103744	1315.301902	592.698098	7.987615	0.268672	637
MUNK01_001476-T1	MUNK01_017300-T1	1699	0.059339	0.381816	0.155413	597.572751	236.427249	3.906747	0.452270	281
MUNK01_001469-T1	MUNK01_017309-T1	3946	0.011160	0.431908	0.025838	1354.505211	430.494789	6.166735	0.337899	602
MUNK01_002253-T1	MUNK01_010189-T1	1712	0.209032	0.433480	0.482218	927.537155	350.462845	1.818545	0.811746	509
MUNK01_006189-T1	MUNK01_010171-T1	2272	0.014814	0.484344	0.030585	818.280565	246.719435	1.948852	0.370757	358
MUNK01_007491-T1	MUNK01_017699-T1	3392	0.011378	0.362662	0.031375	1195.725012	364.274988	2.899378	0.280219	563
MUNK01_002210-T1	MUNK01_004206-T1	5831	0.026980	0.307369	0.087777	2023.032200	823.967800	5.250158	0.324387	956
MUNK01_005905-T1	MUNK01_014737-T1	2602	0.059315	0.387884	0.152919	1032.174428	443.825572	3.906122	0.474342	635
MUNK01_002190-T1	MUNK01_012788-T1	3577	0.008187	0.193132	0.042392	1106.167081	510.832919	4.923340	0.199842	539
MUNK01_002191-T1	MUNK01_012787-T1	2453	0.035484	0.259645	0.136663	894.670052	248.329948	2.004629	0.252556	381
MUNK01_002193-T1	MUNK01_012785-T1	3537	0.007574	0.450771	0.016802	1194.519610	413.480390	3.964453	0.364613	536
MUNK01_002194-T1	MUNK01_012784-T1	2305	0.017851	0.410384	0.043498	793.692925	319.307075	2.870869	0.391393	432
MUNK01_002278-T1	MUNK01_012135-T1	1732	0.006893	0.303612	0.022703	583.490184	208.509816	5.748340	0.255031	278
MUNK01_000433-T1	MUNK01_001339-T1	1694	0.003594	0.193622	0.018560	557.883349	198.116651	3.514357	0.160176	252
MUNK01_009494-T1	MUNK01_010646-T1	3913	0.028396	0.423388	0.067068	1480.869394	379.130606	2.206310	0.326726	627
MUNK01_011001-T1	MUNK01_015284-T1	1179	0.044092	0.429660	0.102621	447.834644	161.165356	2.239340	0.438385	211
MUNK01_001352-T1	MUNK01_017970-T1	1992	0.086552	0.241365	0.358594	723.138709	317.861291	3.148229	0.401469	347
MUNK01_011027-T1	MUNK01_014063-T1	4431	0.012689	0.283502	0.044757	1591.197933	514.802067	3.604947	0.236663	710
MUNK01_002897-T1	MUNK01_009477-T1	855	0.023930	0.530753	0.045087	340.334338	82.665662	2.660405	0.368931	144
MUNK01_002895-T1	MUNK01_009478-T1	4072	0.049406	0.557477	0.088624	1562.398207	483.601793	1.839671	0.508488	720
MUNK01_005521-T1	MUNK01_017991-T1	1068	0.026320	0.264046	0.099679	413.852629	84.147371	6.853719	0.199465	166
MUNK01_000476-T1	MUNK01_000722-T1	6130	0.015673	0.353815	0.044297	2128.090886	664.909114	2.433819	0.288516	933
MUNK01_000691-T1	MUNK01_008091-T1	3264	0.060106	0.309705	0.194077	1134.643952	431.356048	2.585116	0.386576	522
MUNK01_000477-T1	MUNK01_000723-T1	2537	0.050547	0.453029	0.111576	1074.115918	386.884082	2.489702	0.471382	697
MUNK01_001685-T1	MUNK01_006335-T1	3285	0.030340	0.498276	0.060891	1341.034120	293.965880	2.527417	0.343420	589
MUNK01_008053-T1	MUNK01_013753-T1	5486	0.021976	0.263338	0.083451	1755.916907	809.083093	4.264193	0.294327	855
MUNK01_007917-T1	MUNK01_017209-T1	1304	0.019520	0.277343	0.070382	416.106243	159.893757	7.632928	0.273270	192
MUNK01_002968-T1	MUNK01_006502-T1	5543	0.026805	0.412939	0.064914	2145.817401	518.182599	1.476854	0.305740	903
MUNK01_005620-T1	MUNK01_017273-T1	2956	0.018565	0.278024	0.066774	928.147770	430.852230	8.818240	0.302468	453
MUNK01_007255-T1	MUNK01_007275-T1	3164	0.018494	0.365572	0.050588	1067.743816	351.256184	3.554636	0.313226	476
MUNK01_000055-T1	MUNK01_013970-T1	2690	0.070795	0.437778	0.161714	1102.133124	349.866876	1.622029	0.477664	494
MUNK01_002880-T1	MUNK01_003845-T1	1917	0.014535	0.293578	0.049509	660.232314	233.767686	4.409055	0.262502	299
MUNK01_002873-T1	MUNK01_003847-T1	2282	0.045924	0.339806	0.135147	866.927163	285.072837	3.033876	0.355943	388
MUNK01_002868-T1	MUNK01_003858-T1	4464	0.031024	0.381939	0.081228	1563.699431	620.300569	2.988562	0.392074	736
MUNK01_000246-T1	MUNK01_018110-T1	2822	0.029238	0.420076	0.069601	1037.843151	294.156849	1.922465	0.346649	461
MUNK01_000247-T1	MUNK01_018109-T1	4532	0.008538	0.396922	0.021510	1531.621952	505.378048	2.465574	0.314687	679
MUNK01_000133-T1	MUNK01_013886-T1	2796	0.026345	0.230026	0.114530	910.894387	373.105613	12.822682	0.256592	428
MUNK01_000128-T1	MUNK01_013891-T1	858	0.000000	0.029721	0.000010	336.138697	68.861303	0.786079	0.015160	135
MUNK01_000127-T1	MUNK01_013892-T1	849	0.000000	0.011911	0.000010	332.241376	84.758624	4.600000	0.007263	139
MUNK01_004842-T1	MUNK01_010854-T1	4844	0.026618	0.407014	0.065398	1664.797824	459.202176	2.654011	0.326576	709
MUNK01_004849-T1	MUNK01_008924-T1	3092	0.010833	0.536965	0.020175	1208.739004	252.260996	2.073264	0.305031	488
MUNK01_001575-T1	MUNK01_012749-T1	5862	0.013130	0.307580	0.042690	1998.125005	740.874995	2.980680	0.278329	919
MUNK01_001581-T1	MUNK01_012756-T1	2250	0.012480	0.291457	0.042821	808.761371	325.238629	5.320706	0.277478	463
MUNK01_009275-T1	MUNK01_014180-T1	3008	0.019586	0.502731	0.038959	1061.107884	333.892116	3.384172	0.405679	465
MUNK01_001589-T1	MUNK01_004909-T1	4483	0.023514	0.241897	0.097208	1642.585717	493.414283	4.813110	0.221881	736
MUNK01_001587-T1	MUNK01_004912-T1	3702	0.014065	0.430747	0.032652	1363.796070	292.203930	2.364191	0.262767	554
MUNK01_007002-T1	MUNK01_010865-T1	2459	0.059210	0.278764	0.212404	940.277749	388.722251	1.514267	0.370285	535
MUNK01_004856-T1	MUNK01_007879-T1	1254	0.012426	0.403389	0.030804	527.842110	201.157890	3.878204	0.360922	413
MUNK01_004835-T1	MUNK01_010856-T1	3834	0.003860	0.289485	0.013335	1298.908365	453.091635	4.855367	0.233181	584
MUNK01_004836-T1	MUNK01_010857-T1	1058	0.075728	0.818165	0.092559	483.864819	116.135181	1.261636	0.658300	222
MUNK01_004853-T1	MUNK01_007882-T1	1987	0.017229	0.204512	0.084244	704.846592	222.153408	2.398685	0.186333	309
MUNK01_007625-T1	MUNK01_010878-T1	3068	0.006672	0.337020	0.019796	1053.879601	320.120399	2.189304	0.250913	458
MUNK01_008635-T1	MUNK01_011105-T1	1195	0.027306	0.328467	0.083131	410.354751	138.645249	1.718708	0.310085	183
MUNK01_000798-T1	MUNK01_009171-T1	5567	0.006638	0.305990	0.021692	1968.053938	617.946062	2.943278	0.234511	882
MUNK01_000789-T1	MUNK01_009182-T1	2646	0.020775	0.219376	0.094701	854.175670	369.824330	3.097191	0.242343	410
MUNK01_000788-T1	MUNK01_009183-T1	2333	0.002548	0.182586	0.013955	786.353595	320.646405	9.560044	0.164090	370
MUNK01_000787-T1	MUNK01_009184-T1	1456	0.012957	0.207879	0.062330	467.618678	216.381322	6.456062	0.223860	228
MUNK01_015591-T1	MUNK01_017580-T1	743	0.003751	0.427624	0.008772	267.246694	68.753306	4.622863	0.271456	112
MUNK01_015594-T1	MUNK01_017583-T1	3838	0.018752	0.351551	0.053341	1350.178437	440.821563	2.368694	0.301993	656
MUNK01_015596-T1	MUNK01_017585-T1	3987	0.013276	0.296175	0.044825	1293.692522	521.307478	6.288888	0.283592	605
MUNK01_015600-T1	MUNK01_017589-T1	1159	0.000000	0.276348	0.000010	398.460638	153.539362	6.028296	0.230599	184
MUNK01_015604-T1	MUNK01_017593-T1	714	0.000000	0.193168	0.000010	294.033618	59.966382	3.824152	0.098166	127
MUNK01_002004-T1	MUNK01_015611-T1	1142	0.012265	0.233412	0.052546	411.136450	137.863550	3.606642	0.203396	183
MUNK01_002003-T1	MUNK01_015610-T1	6759	0.011035	0.335445	0.032896	2148.032436	926.967564	5.958794	0.326488	1025
MUNK01_002002-T1	MUNK01_015609-T1	4443	0.052054	0.368942	0.141089	1711.346513	574.653487	2.139127	0.395138	763
MUNK01_005695-T1	MUNK01_016837-T1	2722	0.057649	0.304487	0.189332	947.381711	387.618289	3.083574	0.387956	445
MUNK01_004962-T1	MUNK01_016832-T1	3469	0.006068	0.342729	0.017705	1158.468539	395.531461	2.324982	0.275270	518
MUNK01_016856-T1	MUNK01_017288-T1	3226	0.010854	0.528090	0.020554	1206.807537	332.192463	2.119789	0.367498	513
MUNK01_007933-T1	MUNK01_017223-T1	4307	0.001836	0.478053	0.003841	1635.816089	353.183911	2.271945	0.259192	664
MUNK01_002967-T1	MUNK01_009564-T1	3902	0.038930	0.287555	0.135383	1503.264649	527.735351	2.104122	0.310599	812
MUNK01_007250-T1	MUNK01_007281-T1	1023	0.078057	0.357209	0.218519	418.555992	103.444008	2.069713	0.400128	176
MUNK01_007027-T1	MUNK01_008070-T1	1877	0.031261	0.673389	0.046423	702.273385	197.726615	1.668131	0.517002	308
MUNK01_005658-T1	MUNK01_017235-T1	3861	0.027215	0.389169	0.069930	1403.436631	456.563369	2.172737	0.348184	690
MUNK01_007989-T1	MUNK01_010888-T1	1619	0.057488	0.468233	0.122777	614.725936	201.274064	2.000236	0.476407	277
MUNK01_010712-T1	MUNK01_010886-T1	7705	0.062284	0.250779	0.248362	2620.279334	1180.720666	1.848740	0.362511	1344
MUNK01_007988-T1	MUNK01_010887-T1	3263	0.116867	0.497857	0.234740	1330.500349	436.499651	1.621872	0.632947	615
MUNK01_002942-T1	MUNK01_009590-T1	1687	0.029989	0.383369	0.078226	623.860496	213.139504	3.284715	0.359929	295
MUNK01_007990-T1	MUNK01_010889-T1	2330	0.160861	0.604616	0.266055	1219.849926	502.150074	2.567701	0.870793	787
MUNK01_007243-T1	MUNK01_007779-T1	-357	0.044968	0.796829	0.056434	206.295264	27.704736	0.730481	0.401958	466
MUNK01_012401-T1	MUNK01_014940-T1	3181	0.023683	0.493660	0.047975	1223.073344	297.926656	0.710493	0.347221	519
MUNK01_005717-T1	MUNK01_009993-T1	1405	0.011258	0.114086	0.098683	447.814454	203.185546	17.238983	0.130057	217
MUNK01_005716-T1	MUNK01_009992-T1	2561	0.003491	0.225247	0.015500	861.319552	278.680448	2.728904	0.173102	380
MUNK01_006680-T1	MUNK01_012894-T1	955	0.057773	0.222616	0.259518	351.327081	131.672919	3.834837	0.308134	161
MUNK01_007085-T1	MUNK01_010508-T1	1698	0.036450	0.298724	0.122020	717.768651	284.231349	3.301575	0.332543	511
MUNK01_007101-T1	MUNK01_010524-T1	2004	0.011271	0.487202	0.023134	715.435001	199.564999	0.972343	0.345220	307
MUNK01_000755-T1	MUNK01_014793-T1	1718	0.022377	0.369283	0.060595	635.407544	201.592456	2.338552	0.317788	281
MUNK01_007128-T1	MUNK01_010553-T1	7543	0.024524	0.321676	0.076237	2571.137044	1001.862956	2.968240	0.323533	1200
MUNK01_001615-T1	MUNK01_006019-T1	4037	0.095787	0.432638	0.221402	1571.297093	594.702907	2.715699	0.564821	724
MUNK01_007077-T1	MUNK01_014854-T1	2092	0.080236	0.538790	0.148919	850.387045	238.612955	1.055439	0.542131	375
MUNK01_000769-T1	MUNK01_014813-T1	1139	0.153162	0.761436	0.201149	541.832166	163.167834	1.649714	0.881829	252
MUNK01_004126-T1	MUNK01_008431-T1	2590	0.048592	0.393834	0.123381	906.067975	377.932025	4.317529	0.450630	428
MUNK01_010054-T1	MUNK01_010307-T1	1075	0.015969	0.209153	0.076351	443.854637	63.145363	3.556287	0.120089	169
MUNK01_010051-T1	MUNK01_010304-T1	1218	0.000000	0.520314	0.000010	412.318901	127.681099	2.882864	0.369079	180
MUNK01_009769-T1	MUNK01_009986-T1	1502	0.003478	0.294604	0.011807	576.354163	158.645837	1.940843	0.198949	305
MUNK01_002507-T1	MUNK01_013113-T1	3572	0.059968	0.294023	0.203957	1251.754906	497.245094	3.896175	0.379531	599
MUNK01_002495-T1	MUNK01_018174-T1	4456	0.027367	0.271709	0.100722	1435.235351	589.764649	5.294758	0.295589	675
MUNK01_003187-T1	MUNK01_015073-T1	1098	0.043555	0.574845	0.075767	689.539562	177.460438	1.769853	0.456902	614
MUNK01_003892-T1	MUNK01_015078-T1	2107	0.026394	0.248816	0.106080	946.933907	295.066093	3.865134	0.237708	657
MUNK01_003190-T1	MUNK01_015069-T1	1262	0.114671	0.760403	0.150803	573.015424	137.984576	1.239041	0.719968	253
MUNK01_003191-T1	MUNK01_015068-T1	2935	0.015040	0.615922	0.024419	1152.914261	218.085739	1.839196	0.331869	457
MUNK01_010777-T1	MUNK01_016351-T1	1545	0.007883	0.107314	0.073459	510.171830	230.828170	3.289099	0.116571	247
MUNK01_003410-T1	MUNK01_007425-T1	954	0.019434	0.362939	0.053547	470.509803	189.490197	11.346486	0.354170	424
MUNK01_000553-T1	MUNK01_015709-T1	3117	0.024337	0.409071	0.059494	1127.905137	381.094863	2.276917	0.364503	509
MUNK01_002547-T1	MUNK01_013081-T1	2423	0.018776	0.272597	0.068879	729.003345	356.996655	4.658728	0.306642	362
MUNK01_002477-T1	MUNK01_018191-T1	2700	0.122111	0.406074	0.300712	1138.031889	403.968111	1.918628	0.589509	572
MUNK01_009097-T1	MUNK01_013093-T1	578	0.268653	0.576412	0.466078	480.772877	170.227123	2.122504	1.047383	403
MUNK01_002460-T1	MUNK01_018208-T1	3589	0.063613	0.583904	0.108945	1417.932484	412.067516	1.694685	0.542307	623
MUNK01_002543-T1	MUNK01_013077-T1	3438	0.142337	0.311917	0.456329	1525.938125	553.061875	2.728410	0.562348	735
MUNK01_002549-T1	MUNK01_013083-T1	4156	0.006651	0.313664	0.021205	1434.777428	437.222572	2.230464	0.235071	685
MUNK01_002550-T1	MUNK01_013084-T1	4617	0.014257	0.227181	0.062755	1453.042042	631.957958	4.469185	0.236381	695
MUNK01_012435-T1	MUNK01_012668-T1	1214	0.010620	0.305198	0.034795	379.864726	175.135274	5.502735	0.310729	187
MUNK01_013453-T1	MUNK01_015644-T1	3409	0.056396	0.251778	0.223990	1266.870279	554.129721	4.843903	0.347552	739
MUNK01_002301-T1	MUNK01_012159-T1	6060	0.002309	0.241264	0.009570	2169.801595	722.198405	2.952933	0.185944	964
MUNK01_000298-T1	MUNK01_012839-T1	2879	0.045857	0.421737	0.108735	1103.143793	336.856207	2.972914	0.401358	549
MUNK01_000296-T1	MUNK01_012841-T1	2089	0.005270	0.310150	0.016992	761.799589	180.200411	1.953172	0.190777	314
MUNK01_002176-T1	MUNK01_012802-T1	4374	0.018463	0.391906	0.047111	1563.438605	515.561395	2.529835	0.333214	693
MUNK01_001566-T1	MUNK01_015778-T1	2852	0.046814	0.300797	0.155635	982.811243	448.188757	4.112477	0.379085	500
MUNK01_001565-T1	MUNK01_015777-T1	3495	0.018185	0.481459	0.037771	1280.258030	348.741970	1.238433	0.352094	543
MUNK01_001563-T1	MUNK01_015776-T1	3862	0.011609	0.313435	0.037037	1302.968235	509.031765	3.856957	0.289196	631
MUNK01_002560-T1	MUNK01_006481-T1	3413	0.023982	0.532880	0.045004	1356.036877	383.963123	1.596536	0.408838	666
MUNK01_001100-T1	MUNK01_009527-T1	1453	0.006031	0.222826	0.027064	499.729910	136.270090	7.596268	0.157445	212
MUNK01_000779-T1	MUNK01_014821-T1	1393	0.065950	0.716599	0.092033	595.966252	157.033748	4.602744	0.604918	276
MUNK01_007086-T1	MUNK01_010509-T1	1440	0.040020	0.442273	0.090487	536.942620	171.057380	1.648369	0.411621	250
MUNK01_007075-T1	MUNK01_014852-T1	3838	0.043351	0.314124	0.138006	1299.607945	545.392055	4.140392	0.370179	615
MUNK01_007069-T1	MUNK01_014846-T1	1712	0.026353	0.341533	0.077161	580.151988	226.848012	4.506523	0.344851	269
MUNK01_004140-T1	MUNK01_012473-T1	4032	0.016621	0.215208	0.077233	1279.934619	610.065381	8.105629	0.242167	642
MUNK01_004139-T1	MUNK01_012474-T1	735	0.119045	0.730637	0.162933	427.690165	103.309835	2.479080	0.714103	299
MUNK01_004141-T1	MUNK01_012472-T1	2275	0.033826	0.793689	0.042618	892.321180	208.678820	1.163717	0.533540	371
MUNK01_004892-T1	MUNK01_017950-T1	1648	0.005488	0.239414	0.022923	548.997470	207.002530	5.188262	0.208620	252
MUNK01_004888-T1	MUNK01_017945-T1	626	0.007153	0.353491	0.020235	210.837376	65.162624	6.407617	0.266766	92
MUNK01_004887-T1	MUNK01_017944-T1	1561	0.067065	0.375098	0.178792	595.583851	217.416149	6.154390	0.448321	271
MUNK01_006969-T1	MUNK01_007663-T1	2458	0.022030	0.228416	0.096448	739.145183	358.854817	6.024356	0.268447	366
MUNK01_004224-T1	MUNK01_015664-T1	2045	0.005242	0.536178	0.009776	765.857763	179.142237	1.493348	0.317672	329
MUNK01_002605-T1	MUNK01_011306-T1	1616	0.052464	0.341944	0.153430	631.860119	160.139881	2.377596	0.332989	291
MUNK01_008819-T1	MUNK01_011300-T1	4324	0.011858	0.288240	0.041141	1530.145094	515.854906	2.615877	0.244626	738
MUNK01_005541-T1	MUNK01_013335-T1	921	0.042973	0.336388	0.127747	323.631922	120.368078	2.232326	0.367552	148
MUNK01_002667-T1	MUNK01_011289-T1	2214	0.001200	0.670414	0.001789	834.392174	155.607826	1.128400	0.319159	330
MUNK01_002709-T1	MUNK01_004173-T1	1231	0.010282	0.291596	0.035260	489.717217	71.282783	1.676672	0.138080	187
MUNK01_002710-T1	MUNK01_004174-T1	2855	0.001025	0.273245	0.003750	976.646182	298.353818	3.819831	0.194175	425
MUNK01_001316-T1	MUNK01_009849-T1	5033	0.020288	0.540477	0.037537	1798.717555	505.282445	2.186568	0.403106	772
MUNK01_006321-T1	MUNK01_017814-T1	6498	0.053419	0.239998	0.222581	2301.193628	929.806372	2.518984	0.321336	1083
MUNK01_001295-T1	MUNK01_018156-T1	3818	0.063766	0.328334	0.194211	1355.026013	531.973987	4.022062	0.415056	629
MUNK01_001322-T1	MUNK01_009844-T1	1742	0.028216	0.334271	0.084411	596.698511	246.301489	7.898046	0.352912	310
MUNK01_017486-T1	MUNK01_017840-T1	2912	0.022298	0.619568	0.035990	1160.722058	246.277942	1.876801	0.380529	501
MUNK01_008998-T1	MUNK01_016061-T1	6791	0.020658	0.207350	0.099629	2375.685536	1014.314464	5.110803	0.229553	1390
MUNK01_000323-T1	MUNK01_001019-T1	5583	0.025500	0.454726	0.056077	1877.308279	702.691721	4.001200	0.427213	863
MUNK01_000404-T1	MUNK01_016027-T1	3781	0.050747	0.387603	0.130924	1299.106724	566.893276	4.310421	0.459252	622
MUNK01_000405-T1	MUNK01_016028-T1	3445	0.029783	0.476475	0.062507	1181.924127	426.075873	3.081557	0.444433	542
MUNK01_012038-T1	MUNK01_015211-T1	3672	0.028852	0.272568	0.105853	1183.805299	508.194701	3.181285	0.306158	564
MUNK01_000358-T1	MUNK01_003664-T1	7006	0.030606	0.254440	0.120287	2335.394111	1003.605889	2.802925	0.293651	1120
MUNK01_000356-T1	MUNK01_003662-T1	5110	0.004262	0.206605	0.020628	1883.541771	414.458229	4.970414	0.122267	766
MUNK01_001448-T1	MUNK01_012302-T1	2955	0.026179	0.279985	0.093502	1012.330671	403.669329	6.415414	0.295600	480
MUNK01_001447-T1	MUNK01_012301-T1	2478	0.021791	0.291761	0.074688	907.940184	277.059816	1.496710	0.254735	401
MUNK01_001445-T1	MUNK01_012299-T1	1960	0.158572	0.266868	0.594199	819.704465	383.295535	2.350652	0.579231	427
MUNK01_016934-T1	MUNK01_018021-T1	4240	0.017150	0.324662	0.052824	1446.965722	581.034278	4.743388	0.315762	677
MUNK01_000391-T1	MUNK01_016017-T1	1060	0.005446	0.111123	0.049008	368.644097	117.355903	1.628729	0.092892	176
MUNK01_000411-T1	MUNK01_016035-T1	5340	0.049934	0.422596	0.118161	2185.283643	622.716357	1.524997	0.397733	1006
MUNK01_001419-T1	MUNK01_003932-T1	3437	0.030479	0.314327	0.096966	1205.575005	429.424995	2.219607	0.315091	549
MUNK01_012418-T1	MUNK01_014956-T1	2110	0.019483	0.190411	0.102322	677.239465	333.760535	15.096598	0.227734	356
MUNK01_009329-T1	MUNK01_016040-T1	12924	0.006715	0.354424	0.018947	4487.577691	1464.422309	2.950231	0.276795	2033
MUNK01_012419-T1	MUNK01_014957-T1	1628	0.097277	0.332408	0.292642	666.919132	263.080868	1.944506	0.491374	360
MUNK01_004942-T1	MUNK01_014962-T1	4719	0.012320	0.194168	0.063451	1555.225707	682.774293	3.506735	0.203396	747
MUNK01_010087-T1	MUNK01_011348-T1	1859	0.009453	0.363284	0.026022	639.006433	194.993567	5.752357	0.276543	288
MUNK01_000507-T1	MUNK01_002362-T1	6504	0.013821	0.307280	0.044978	2191.691738	799.308262	2.279305	0.276733	1026
MUNK01_012410-T1	MUNK01_014948-T1	1595	0.010344	0.424522	0.024366	584.098030	165.901970	1.437706	0.305884	250
MUNK01_011380-T1	MUNK01_017030-T1	4516	0.021099	0.314994	0.066983	1635.841847	548.158153	3.588183	0.284590	759
MUNK01_010076-T1	MUNK01_010329-T1	2618	0.065280	0.262399	0.248783	1072.757147	433.242853	3.191847	0.365962	626
MUNK01_000513-T1	MUNK01_007609-T1	4641	0.072408	0.436050	0.166054	1730.788898	690.211102	3.264052	0.528239	807
MUNK01_003089-T1	MUNK01_016763-T1	4188	0.044492	0.220561	0.201724	1507.329471	796.670529	3.089171	0.316118	914
MUNK01_006628-T1	MUNK01_006903-T1	2475	0.046593	0.429843	0.108394	972.291728	245.708272	1.983137	0.371718	423
