SEQ1	SEQ2	SCORE	dN	dS	OMEGA	N	S	kappa	t	LENGTH
CCFEE5311_002562-T1	CCFEE5311_005519-T1	2228	0.022460	0.386304	0.058141	768.633738	236.366262	2.573994	0.324097	337
CCFEE5311_002564-T1	CCFEE5311_005517-T1	3320	0.007174	0.460102	0.015592	1260.644543	275.355457	2.801567	0.265108	517
CCFEE5311_002570-T1	CCFEE5311_007868-T1	2508	0.013750	0.138955	0.098950	807.778505	302.221495	3.382600	0.143518	370
CCFEE5311_002571-T1	CCFEE5311_007869-T1	1124	0.068270	0.386133	0.176803	467.930867	162.069133	2.403438	0.450123	251
CCFEE5311_002573-T1	CCFEE5311_007871-T1	1974	0.039887	0.123397	0.323245	787.611675	307.388325	4.271021	0.189991	513
CCFEE5311_002579-T1	CCFEE5311_007877-T1	2067	0.007686	0.558116	0.013772	784.665003	142.334997	1.515505	0.276603	309
CCFEE5311_002595-T1	CCFEE5311_008618-T1	6773	0.009777	0.201474	0.048530	2419.564211	730.435789	2.158834	0.162687	1050
CCFEE5311_002597-T1	CCFEE5311_008616-T1	1722	0.006951	0.203825	0.034104	578.652985	207.347015	5.360779	0.176660	274
CCFEE5311_002599-T1	CCFEE5311_008614-T1	1129	0.013313	0.311272	0.042769	606.329262	203.670738	1.635242	0.264700	571
CCFEE5311_002601-T1	CCFEE5311_008612-T1	1555	0.021516	0.371057	0.057987	542.923968	162.076032	5.850573	0.305622	235
CCFEE5311_002605-T1	CCFEE5311_008608-T1	4450	0.018972	0.434708	0.043644	1575.225683	509.774317	2.751748	0.361855	695
CCFEE5311_002607-T1	CCFEE5311_009163-T1	4359	0.020139	0.321679	0.062605	1644.294364	443.705636	2.023108	0.252650	725
CCFEE5311_002617-T1	CCFEE5311_009153-T1	2886	0.043900	0.325561	0.134843	999.410180	428.589820	3.876571	0.385307	476
CCFEE5311_002621-T1	CCFEE5311_009196-T1	1513	0.019603	0.260046	0.075382	672.039299	185.960701	2.471662	0.215147	451
CCFEE5311_002622-T1	CCFEE5311_009197-T1	6702	0.008870	0.223348	0.039712	2269.605540	805.394460	4.624438	0.195135	1026
CCFEE5311_002623-T1	CCFEE5311_009198-T1	3306	0.023799	0.228028	0.104370	1154.499297	390.500703	4.975779	0.226255	519
CCFEE5311_002625-T1	CCFEE5311_009200-T1	2172	0.031894	0.347038	0.091905	801.820488	236.179512	2.875071	0.310800	348
CCFEE5311_002626-T1	CCFEE5311_009201-T1	1610	0.006795	0.250734	0.027100	739.275520	175.724480	1.459832	0.160929	485
CCFEE5311_002627-T1	CCFEE5311_016107-T1	1324	0.037035	0.274427	0.134955	568.758541	217.241459	7.325836	0.307943	425
CCFEE5311_002630-T1	CCFEE5311_016109-T1	1695	0.059429	0.265510	0.223830	873.083081	266.916919	5.831723	0.323041	640
CCFEE5311_002631-T1	CCFEE5311_007729-T1	2276	0.046480	0.252205	0.184294	915.074338	362.925662	8.166251	0.314704	583
CCFEE5311_002632-T1	CCFEE5311_007728-T1	1704	0.034220	0.237113	0.144318	612.956067	239.043933	3.115323	0.273435	307
CCFEE5311_002633-T1	CCFEE5311_007727-T1	4938	0.014021	0.167869	0.083526	1728.176888	581.823112	2.214443	0.158313	785
CCFEE5311_002636-T1	CCFEE5311_007724-T1	7552	0.011136	0.235956	0.047193	2836.211667	793.788333	3.420320	0.180894	1211
CCFEE5311_002638-T1	CCFEE5311_012612-T1	1736	0.007720	0.433842	0.017794	651.433564	134.566436	4.042330	0.242021	262
CCFEE5311_002639-T1	CCFEE5311_012613-T1	5051	0.024489	0.284857	0.085970	1685.272844	705.727156	6.700893	0.304018	812
CCFEE5311_002640-T1	CCFEE5311_012614-T1	1024	0.059436	0.312886	0.189959	402.818031	110.181969	2.001220	0.341615	181
CCFEE5311_002642-T1	CCFEE5311_012616-T1	4939	0.022642	0.299596	0.075575	1686.278060	539.721940	6.807860	0.269379	749
CCFEE5311_002644-T1	CCFEE5311_012618-T1	1871	0.067062	0.744175	0.090116	841.850910	166.149090	2.799958	0.536013	386
CCFEE5311_002645-T1	CCFEE5311_012619-T1	5876	0.038122	0.378156	0.100810	2208.400700	656.599300	2.769577	0.348152	960
CCFEE5311_002648-T1	CCFEE5311_010678-T1	3406	0.070428	0.492827	0.142907	1348.041931	427.958069	1.418961	0.516638	621
CCFEE5311_002649-T1	CCFEE5311_010679-T1	3483	0.016402	0.353991	0.046335	1263.692356	338.307644	2.154521	0.263080	554
CCFEE5311_002650-T1	CCFEE5311_010680-T1	3702	0.045467	0.431770	0.105304	1432.546546	403.453454	1.896383	0.391067	633
CCFEE5311_002652-T1	CCFEE5311_010682-T1	2703	0.037525	0.491544	0.076342	947.329406	324.670594	2.051426	0.460232	424
CCFEE5311_002661-T1	CCFEE5311_010693-T1	3171	0.028137	0.173294	0.162366	1069.855545	445.144455	3.499443	0.212363	526
CCFEE5311_002662-T1	CCFEE5311_016123-T1	564	0.028963	0.384624	0.075302	246.709076	47.290924	0.630268	0.258517	102
CCFEE5311_002671-T1	CCFEE5311_016132-T1	1043	0.002598	0.118585	0.021910	385.637313	64.362687	0.956749	0.057563	150
CCFEE5311_002672-T1	CCFEE5311_016133-T1	6296	0.006997	0.320289	0.021847	2369.147976	522.852024	1.517449	0.190914	964
CCFEE5311_002673-T1	CCFEE5311_016134-T1	4632	0.022989	0.446753	0.051459	1767.662371	479.337629	3.634775	0.340164	749
CCFEE5311_002675-T1	CCFEE5311_016136-T1	3720	0.025412	0.232435	0.109330	1261.620332	508.379668	4.327118	0.254619	590
CCFEE5311_002676-T1	CCFEE5311_016137-T1	3737	0.017058	0.222736	0.076584	1276.449356	379.550644	4.816391	0.192597	555
CCFEE5311_002678-T1	CCFEE5311_016139-T1	2322	0.076625	0.375887	0.203851	918.629495	305.370505	2.580040	0.453860	411
CCFEE5311_002680-T1	CCFEE5311_016141-T1	3442	0.027501	0.281040	0.097855	1259.507565	372.492435	2.368627	0.256108	551
CCFEE5311_002682-T1	CCFEE5311_016143-T1	1225	0.007145	0.343207	0.020818	421.890842	154.109158	2.156100	0.291175	192
CCFEE5311_002685-T1	CCFEE5311_016147-T1	1842	0.016315	0.313883	0.051977	682.202480	175.797520	4.376492	0.231853	290
CCFEE5311_002692-T1	CCFEE5311_016153-T1	2853	0.019325	0.202268	0.095540	1022.835402	294.164598	2.657588	0.180561	439
CCFEE5311_002695-T1	CCFEE5311_016156-T1	3327	0.009882	0.290756	0.033986	1223.056631	372.943369	3.427741	0.226544	532
CCFEE5311_002696-T1	CCFEE5311_016158-T1	967	0.044554	0.207983	0.214221	570.800535	119.199465	2.935250	0.218361	405
CCFEE5311_002698-T1	CCFEE5311_016160-T1	5776	0.005631	0.302524	0.018613	2050.379557	664.620443	8.048621	0.234927	926
CCFEE5311_002699-T1	CCFEE5311_016161-T1	3335	0.051434	0.276935	0.185727	1250.809524	438.190476	3.554648	0.329814	567
CCFEE5311_002710-T1	CCFEE5311_012193-T1	3405	0.007104	0.178099	0.039890	1202.296240	432.703760	2.327122	0.157074	634
CCFEE5311_002711-T1	CCFEE5311_012192-T1	2233	0.095032	0.209130	0.454415	815.687781	381.312219	5.826021	0.394136	402
CCFEE5311_002714-T1	CCFEE5311_012190-T1	1213	0.028777	0.162645	0.176931	461.328300	183.671700	4.902457	0.200693	264
CCFEE5311_002718-T1	CCFEE5311_005303-T1	3831	0.028894	0.544049	0.053110	1437.986951	422.013049	1.513858	0.437331	648
CCFEE5311_002730-T1	CCFEE5311_012283-T1	3511	0.061511	0.233882	0.263003	1224.541332	569.458668	4.596385	0.348678	598
CCFEE5311_002735-T1	CCFEE5311_012278-T1	964	0.014050	0.148115	0.094857	359.321763	105.678237	1.197878	0.133555	155
CCFEE5311_002738-T1	CCFEE5311_004139-T1	4083	0.030587	0.331958	0.092140	1473.981631	470.018369	2.186008	0.310356	661
CCFEE5311_002740-T1	CCFEE5311_004149-T1	3882	0.009893	0.477826	0.020704	1424.587284	348.412716	2.170665	0.305540	592
CCFEE5311_002741-T1	CCFEE5311_004148-T1	1987	0.057378	0.282710	0.202957	788.017776	192.982224	2.250178	0.305116	334
CCFEE5311_002742-T1	CCFEE5311_004147-T1	2003	0.045805	0.355975	0.128674	829.530225	268.469775	1.941569	0.364932	457
CCFEE5311_002743-T1	CCFEE5311_004146-T1	3236	0.010108	0.318481	0.031738	1195.470240	304.529760	5.220682	0.218142	500
CCFEE5311_002744-T1	CCFEE5311_004145-T1	5235	0.056852	0.371283	0.153122	1922.058012	648.941988	2.369762	0.408650	888
CCFEE5311_002752-T1	CCFEE5311_011763-T1	2552	0.030812	0.234515	0.131385	852.499258	302.500742	5.272968	0.252489	385
CCFEE5311_002756-T1	CCFEE5311_011760-T1	7377	0.019319	0.213335	0.090558	2614.237009	898.762991	3.086268	0.206868	1232
CCFEE5311_002757-T1	CCFEE5311_011759-T1	2477	0.048561	0.202643	0.239639	922.933466	367.066534	3.817643	0.277215	512
CCFEE5311_002761-T1	CCFEE5311_011756-T1	2534	0.016493	0.289080	0.057052	919.593482	244.406518	2.219913	0.221185	388
CCFEE5311_002767-T1	CCFEE5311_011750-T1	6930	0.024194	0.235029	0.102942	2460.122712	815.877288	3.891967	0.230106	1095
CCFEE5311_002768-T1	CCFEE5311_011749-T1	3484	0.026069	0.312449	0.083434	1327.586523	376.413477	2.529536	0.267991	570
CCFEE5311_002775-T1	CCFEE5311_011743-T1	5185	0.017713	0.110630	0.160107	1801.712562	679.287438	4.361224	0.129459	827
CCFEE5311_002781-T1	CCFEE5311_011736-T1	3965	0.008787	0.291147	0.030182	1374.408497	470.591503	5.963775	0.242421	615
CCFEE5311_002808-T1	CCFEE5311_014442-T1	1380	0.045019	0.253139	0.177841	472.176459	232.823541	24.501692	0.341248	235
CCFEE5311_002809-T1	CCFEE5311_014441-T1	1998	0.001362	0.388115	0.003510	734.733934	153.266066	5.322399	0.204344	296
CCFEE5311_002819-T1	CCFEE5311_009472-T1	2486	0.024896	0.519187	0.047951	960.472599	218.527401	2.665187	0.349537	393
CCFEE5311_002820-T1	CCFEE5311_009473-T1	5482	0.019017	0.288607	0.065894	1971.382768	623.617232	2.885613	0.251411	883
CCFEE5311_002821-T1	CCFEE5311_009474-T1	1321	0.059503	0.467756	0.127210	524.701061	138.298939	2.690878	0.433988	226
CCFEE5311_002822-T1	CCFEE5311_009475-T1	3181	0.005948	0.176502	0.033702	1181.767248	312.232752	3.722600	0.124778	498
CCFEE5311_002826-T1	CCFEE5311_009479-T1	3117	0.045204	0.219737	0.205719	1107.582100	416.417900	3.632676	0.278680	522
CCFEE5311_002827-T1	CCFEE5311_009480-T1	3284	0.033075	0.237521	0.139250	1213.849934	331.150066	2.547781	0.230685	541
CCFEE5311_002832-T1	CCFEE5311_009485-T1	3160	0.018488	0.317431	0.058242	1150.866459	349.133541	3.458236	0.264206	503
CCFEE5311_002837-T1	CCFEE5311_009489-T1	3891	0.027408	0.155731	0.175999	1375.044981	469.955019	1.778791	0.180283	620
CCFEE5311_002838-T1	CCFEE5311_009490-T1	5357	0.022780	0.212028	0.107436	1991.071037	576.928963	2.398406	0.195889	884
CCFEE5311_002840-T1	CCFEE5311_009492-T1	1597	0.072838	0.355634	0.204811	661.622583	199.377417	3.002982	0.414970	310
CCFEE5311_002841-T1	CCFEE5311_009493-T1	1190	0.009926	0.260124	0.038161	405.725929	137.274071	2.405357	0.219534	181
CCFEE5311_002844-T1	CCFEE5311_009496-T1	2803	0.027393	0.357611	0.076600	1004.500535	336.499465	2.985140	0.330765	447
CCFEE5311_002848-T1	CCFEE5311_009501-T1	1872	0.062850	0.345595	0.181860	730.382974	208.617026	1.157573	0.377002	323
CCFEE5311_002876-T1	CCFEE5311_009505-T1	644	0.089292	0.383759	0.232678	612.402835	194.597165	2.098423	0.480897	649
CCFEE5311_002878-T1	CCFEE5311_009507-T1	709	0.010965	0.125631	0.087281	275.702008	96.297992	0.407510	0.121945	160
CCFEE5311_002881-T1	CCFEE5311_009509-T1	4492	0.006609	0.535613	0.012340	1595.794811	432.205189	2.538432	0.358050	676
CCFEE5311_002882-T1	CCFEE5311_009510-T1	2611	0.018311	0.236917	0.077289	886.963947	337.036053	7.330473	0.235517	408
CCFEE5311_002884-T1	CCFEE5311_009512-T1	1678	0.025630	0.319956	0.080103	615.374087	161.625913	4.305879	0.260559	259
CCFEE5311_002893-T1	CCFEE5311_009522-T1	9225	0.009033	0.343261	0.026314	3415.891927	853.108073	2.314519	0.227472	1426
CCFEE5311_002898-T1	CCFEE5311_007224-T1	2000	0.106451	0.314384	0.338603	792.091023	311.908977	3.091399	0.495593	368
CCFEE5311_002901-T1	CCFEE5311_007221-T1	6255	0.026159	0.378697	0.069076	2305.205789	673.794211	2.012472	0.317690	1029
CCFEE5311_002902-T1	CCFEE5311_007220-T1	7928	0.035391	0.359878	0.098343	3042.226099	998.773901	3.556919	0.346775	1347
CCFEE5311_002903-T1	CCFEE5311_007219-T1	3857	0.057143	0.312183	0.183044	1388.804741	531.195259	4.849872	0.383110	645
CCFEE5311_002904-T1	CCFEE5311_007218-T1	2813	0.042322	0.252433	0.167657	1022.741364	423.258636	4.296357	0.311471	486
CCFEE5311_002906-T1	CCFEE5311_007216-T1	2544	0.046445	0.282524	0.164392	867.047377	353.952623	3.910334	0.344644	407
CCFEE5311_002908-T1	CCFEE5311_007214-T1	4989	0.013267	0.319875	0.041474	1598.493725	690.506275	7.755365	0.317277	764
CCFEE5311_002909-T1	CCFEE5311_007213-T1	4003	0.014805	0.487303	0.030382	1364.379302	432.620698	2.136688	0.385672	599
CCFEE5311_002913-T1	CCFEE5311_007209-T1	884	0.005818	0.434928	0.013376	345.115389	56.884611	1.305093	0.199616	134
CCFEE5311_002916-T1	CCFEE5311_007206-T1	1314	0.022114	0.295996	0.074710	512.842609	105.157391	2.503950	0.206150	206
CCFEE5311_002918-T1	CCFEE5311_007204-T1	1204	0.013139	0.337555	0.038925	460.677015	106.322985	0.677148	0.221919	191
CCFEE5311_002919-T1	CCFEE5311_007203-T1	3588	0.002153	0.382544	0.005627	1395.907894	254.092106	2.825433	0.182193	553
CCFEE5311_002923-T1	CCFEE5311_007198-T1	2503	0.049720	0.626917	0.079308	957.123799	314.876201	2.799349	0.577805	456
CCFEE5311_002924-T1	CCFEE5311_007197-T1	4259	0.065171	0.341154	0.191032	1603.953973	613.046027	3.506645	0.424458	741
CCFEE5311_002925-T1	CCFEE5311_007196-T1	1167	0.007153	0.569856	0.012552	421.692362	115.307638	3.150023	0.383939	179
CCFEE5311_002927-T1	CCFEE5311_007194-T1	5788	0.043375	0.258510	0.167790	2157.184337	725.815663	2.481693	0.292611	976
CCFEE5311_002932-T1	CCFEE5311_007189-T1	1639	0.066851	0.273894	0.244078	598.333024	256.666976	5.288627	0.387014	285
CCFEE5311_002941-T1	CCFEE5311_017502-T1	700	0.023204	0.162566	0.142738	262.596718	70.403282	1.765055	0.158005	112
CCFEE5311_002953-T1	CCFEE5311_013619-T1	7778	0.044369	0.331231	0.133952	2955.347277	1016.652723	4.036301	0.353379	1326
CCFEE5311_002940-T1	CCFEE5311_017501-T1	9427	0.067606	0.225901	0.299271	3593.717398	1368.282602	2.884645	0.333768	1691
CCFEE5311_002954-T1	CCFEE5311_013620-T1	2524	0.046957	0.269720	0.174094	1199.340292	450.659708	3.571711	0.323398	972
CCFEE5311_002955-T1	CCFEE5311_013622-T1	740	0.046181	0.310446	0.148757	398.364402	129.635598	4.158115	0.333192	350
CCFEE5311_002957-T1	CCFEE5311_013986-T1	996	0.022302	0.577170	0.038640	386.985721	99.014279	2.463970	0.406041	206
CCFEE5311_002960-T1	CCFEE5311_013983-T1	871	0.028907	0.121835	0.237261	317.385609	108.614391	2.079044	0.157801	142
CCFEE5311_002963-T1	CCFEE5311_004818-T1	294	0.033378	0.295374	0.113001	183.790702	41.209298	1.095999	0.244089	148
CCFEE5311_002965-T1	CCFEE5311_010068-T1	1820	0.001498	0.328780	0.004555	668.472030	192.527970	6.016885	0.224044	288
CCFEE5311_002974-T1	CCFEE5311_010060-T1	1962	0.071741	0.499703	0.143567	863.506456	216.493544	2.191389	0.472587	422
CCFEE5311_002975-T1	CCFEE5311_010059-T1	1092	0.009661	0.657735	0.014688	416.845635	78.154365	1.251774	0.335951	165
CCFEE5311_002982-T1	CCFEE5311_010052-T1	2860	0.024564	0.395789	0.062064	1003.610610	346.389390	1.941442	0.359444	450
CCFEE5311_002989-T1	CCFEE5311_014895-T1	1377	0.073131	0.313287	0.233431	572.220359	171.779641	2.387434	0.385739	256
CCFEE5311_002921-T1	CCFEE5311_007200-T1	10439	0.018639	0.408258	0.045655	3614.557838	1278.442162	4.203703	0.361316	1669
CCFEE5311_002993-T1	CCFEE5311_017299-T1	2154	0.030883	0.240500	0.128410	727.691491	301.308509	2.628578	0.276786	344
CCFEE5311_002995-T1	CCFEE5311_017298-T1	3028	0.029009	0.284483	0.101972	1072.080935	358.919065	2.441314	0.279259	488
CCFEE5311_002996-T1	CCFEE5311_017296-T1	4601	0.020866	0.281079	0.074236	1582.309408	655.690592	5.712960	0.291311	835
CCFEE5311_002997-T1	CCFEE5311_017295-T1	900	0.027430	0.194194	0.141248	521.444081	138.555919	7.355385	0.187317	436
CCFEE5311_003001-T1	CCFEE5311_017292-T1	1729	0.003475	0.199630	0.017406	576.909259	248.090741	5.929070	0.187386	276
CCFEE5311_003010-T1	CCFEE5311_017283-T1	2380	0.030269	0.309181	0.097902	868.003659	217.996341	1.605881	0.258768	384
CCFEE5311_003017-T1	CCFEE5311_017274-T1	3544	0.051334	0.315133	0.162896	1403.051204	471.948796	2.924103	0.353201	681
CCFEE5311_003020-T1	CCFEE5311_017270-T1	2385	0.041287	0.125526	0.328911	811.573888	364.426112	5.162057	0.202175	392
CCFEE5311_003021-T1	CCFEE5311_017269-T1	4801	0.009630	0.166655	0.057786	1672.521726	544.478274	2.685117	0.144583	768
CCFEE5311_003022-T1	CCFEE5311_017268-T1	2148	0.030086	0.420617	0.071528	831.550768	203.449232	3.269564	0.320557	345
CCFEE5311_003025-T1	CCFEE5311_017265-T1	1635	0.058865	0.460983	0.127695	658.293784	148.706216	1.250720	0.398890	269
CCFEE5311_003028-T1	CCFEE5311_017262-T1	5535	0.029043	0.368049	0.078911	1880.477728	708.522272	4.622065	0.365453	863
CCFEE5311_003030-T1	CCFEE5311_017260-T1	2103	0.010219	0.186994	0.054646	788.478224	159.521776	2.839238	0.119894	316
CCFEE5311_003032-T1	CCFEE5311_017258-T1	3296	0.013888	0.375049	0.037030	1162.838388	367.161612	2.006073	0.301674	510
CCFEE5311_003035-T1	CCFEE5311_017255-T1	2741	0.014988	0.344444	0.043514	1011.671345	323.328655	2.676417	0.284341	497
CCFEE5311_003042-T1	CCFEE5311_007429-T1	5030	0.044555	0.378957	0.117573	1896.876716	638.123284	2.652196	0.386197	851
CCFEE5311_003043-T1	CCFEE5311_007430-T1	4177	0.008707	0.277460	0.031380	1617.951171	347.048829	2.544241	0.168517	685
CCFEE5311_003045-T1	CCFEE5311_007432-T1	1933	0.023247	0.232149	0.100139	655.328797	235.671203	1.742450	0.235506	299
CCFEE5311_003046-T1	CCFEE5311_007433-T1	1512	0.034513	0.275193	0.125413	579.337861	161.662139	3.757436	0.261065	252
CCFEE5311_003047-T1	CCFEE5311_007434-T1	439	0.051386	0.378058	0.135922	218.764462	84.235538	3.021281	0.426608	174
CCFEE5311_003048-T1	CCFEE5311_007435-T1	2700	0.016445	0.287995	0.057100	923.059131	348.940869	6.757218	0.272812	458
CCFEE5311_003053-T1	CCFEE5311_007440-T1	2146	0.009264	0.172085	0.053832	706.959614	268.040386	8.251820	0.162076	330
CCFEE5311_003059-T1	CCFEE5311_012765-T1	2280	0.042041	0.236271	0.177937	856.539571	241.460429	2.329253	0.254263	366
CCFEE5311_003073-T1	CCFEE5311_009941-T1	1713	0.004920	0.101253	0.048589	612.083957	182.916043	13.248756	0.081253	266
CCFEE5311_003058-T1	CCFEE5311_012764-T1	5958	0.039443	0.192186	0.205233	2350.208602	697.791398	2.187212	0.223233	1123
CCFEE5311_003074-T1	CCFEE5311_009942-T1	4439	0.030903	0.315977	0.097802	1589.487930	519.512070	2.634660	0.303377	708
CCFEE5311_003062-T1	CCFEE5311_009930-T1	7407	0.006215	0.363029	0.017121	2746.684997	688.315003	2.569491	0.233144	1195
CCFEE5311_003075-T1	CCFEE5311_009943-T1	1638	0.020812	0.266536	0.078085	584.655028	192.344972	1.468355	0.244922	259
CCFEE5311_003078-T1	CCFEE5311_015400-T1	1692	0.095974	0.390505	0.245768	693.882895	236.117105	3.057247	0.512256	314
CCFEE5311_003068-T1	CCFEE5311_009935-T1	6077	0.013801	0.166029	0.083125	2085.007127	830.992873	3.611479	0.171548	974
CCFEE5311_003079-T1	CCFEE5311_015401-T1	2681	0.000000	0.237638	0.000010	1009.119572	292.880428	2.582699	0.160367	495
CCFEE5311_003080-T1	CCFEE5311_015402-T1	1428	0.009213	0.160521	0.057397	546.350104	125.649896	2.879625	0.112514	224
CCFEE5311_003082-T1	CCFEE5311_015404-T1	2078	0.025639	0.196041	0.130782	892.954705	262.045295	1.780293	0.192898	524
CCFEE5311_003089-T1	CCFEE5311_010379-T1	1372	0.020354	0.543923	0.037422	498.593557	149.406443	3.941978	0.423214	220
CCFEE5311_003070-T1	CCFEE5311_009937-T1	6797	0.026394	0.263822	0.100045	2526.548200	722.451800	2.116629	0.237567	1104
CCFEE5311_003091-T1	CCFEE5311_010381-T1	3092	0.022323	0.146455	0.152419	1069.153634	346.846366	2.571935	0.158186	475
CCFEE5311_003092-T1	CCFEE5311_010382-T1	3261	0.008921	0.292957	0.030452	1240.635587	403.364413	2.433841	0.235833	675
CCFEE5311_003094-T1	CCFEE5311_010384-T1	912	0.027419	0.398961	0.068727	352.999450	91.000550	1.910584	0.310707	153
CCFEE5311_003097-T1	CCFEE5311_010386-T1	3330	0.032702	0.419684	0.077920	1609.880903	529.119097	2.542646	0.385286	1294
CCFEE5311_003100-T1	CCFEE5311_010390-T1	475	0.000000	0.215165	0.000010	179.779967	27.220033	2.018400	0.084881	70
CCFEE5311_003102-T1	CCFEE5311_003258-T1	3785	0.000650	0.315627	0.002061	1538.372188	270.627812	2.184881	0.143313	604
CCFEE5311_003106-T1	CCFEE5311_003254-T1	1373	0.000000	0.152984	0.000010	511.982079	124.017921	4.720675	0.089494	212
CCFEE5311_003109-T1	CCFEE5311_003251-T1	3090	0.036279	0.241755	0.150066	1041.316465	404.683535	3.195191	0.281354	482
CCFEE5311_003117-T1	CCFEE5311_003243-T1	1778	0.025262	0.288313	0.087620	684.780884	173.219116	2.361007	0.235106	321
CCFEE5311_003118-T1	CCFEE5311_003242-T1	3576	0.033141	0.458041	0.072355	1400.029707	411.970293	2.486165	0.389235	619
CCFEE5311_003122-T1	CCFEE5311_003238-T1	3781	0.006719	0.303930	0.022107	1345.824528	379.175472	3.700268	0.216149	575
CCFEE5311_003123-T1	CCFEE5311_003237-T1	5612	0.041757	0.311011	0.134261	1911.378756	731.621244	4.108685	0.348870	904
CCFEE5311_003124-T1	CCFEE5311_003236-T1	4524	0.015364	0.410107	0.037463	1677.470435	368.529565	3.378494	0.259397	682
CCFEE5311_003126-T1	CCFEE5311_003233-T1	3681	0.010823	0.371249	0.029154	1396.043566	328.956434	1.885422	0.238669	576
CCFEE5311_003127-T1	CCFEE5311_003232-T1	4815	0.012812	0.365976	0.035008	1771.900265	460.099735	2.971358	0.256837	747
CCFEE5311_003134-T1	CCFEE5311_003330-T1	2949	0.046269	0.157268	0.294207	1184.702286	468.297714	5.540043	0.233147	761
CCFEE5311_003135-T1	CCFEE5311_003329-T1	1755	0.015967	0.678924	0.023519	632.991856	165.008144	1.628184	0.459155	266
CCFEE5311_003143-T1	CCFEE5311_005830-T1	1024	0.013951	0.131010	0.106484	362.089654	117.910346	3.077202	0.128118	163
CCFEE5311_003146-T1	CCFEE5311_005832-T1	1136	0.008217	0.305982	0.026854	367.104646	109.895354	10.809879	0.230456	160
CCFEE5311_003151-T1	CCFEE5311_005837-T1	891	0.095663	0.240119	0.398399	380.478544	117.521456	1.679343	0.389259	177
CCFEE5311_003152-T1	CCFEE5311_005838-T1	1707	0.024095	0.392055	0.061457	675.159927	299.840073	6.556024	0.411759	517
CCFEE5311_003158-T1	CCFEE5311_009204-T1	2491	0.027800	0.332160	0.083694	898.249095	301.750905	3.148609	0.313002	401
CCFEE5311_003160-T1	CCFEE5311_009206-T1	5041	0.008524	0.392942	0.021692	1887.914928	443.085072	1.992629	0.244786	866
CCFEE5311_003168-T1	CCFEE5311_009212-T1	1511	0.013180	0.205744	0.064062	535.769176	157.230824	1.914838	0.170610	231
CCFEE5311_003266-T1	CCFEE5311_013159-T1	2243	0.003333	0.413499	0.008060	902.144038	138.855962	1.426311	0.174131	347
CCFEE5311_003272-T1	CCFEE5311_005162-T1	1977	0.017860	0.298465	0.059840	681.530173	227.469827	6.695670	0.264238	303
CCFEE5311_003274-T1	CCFEE5311_005164-T1	795	0.038043	0.586499	0.064865	431.484324	129.515676	2.652467	0.493988	350
CCFEE5311_003275-T1	CCFEE5311_005165-T1	2516	0.022355	0.274734	0.081369	886.241078	388.758922	3.753539	0.297922	466
CCFEE5311_003276-T1	CCFEE5311_005166-T1	2674	0.011337	0.253210	0.044772	978.498918	263.501082	5.499258	0.187957	414
CCFEE5311_003277-T1	CCFEE5311_005167-T1	2150	0.011360	0.186403	0.060942	799.682870	202.317130	5.974825	0.140110	335
CCFEE5311_003278-T1	CCFEE5311_005168-T1	1580	0.035717	0.407040	0.087747	574.618018	208.381982	6.907109	0.403614	278
CCFEE5311_003279-T1	CCFEE5311_005169-T1	3746	0.025117	0.320310	0.078414	1319.263304	429.736696	7.668629	0.292941	587
CCFEE5311_003294-T1	CCFEE5311_005184-T1	1143	0.024127	0.224913	0.107275	463.410052	94.589948	1.328739	0.174492	190
CCFEE5311_003296-T1	CCFEE5311_005186-T1	2188	0.014714	0.233540	0.063005	755.777916	219.222084	3.116520	0.191747	325
CCFEE5311_003300-T1	CCFEE5311_005191-T1	3615	0.010409	0.279145	0.037290	1258.159830	385.840170	3.281301	0.220441	548
CCFEE5311_003302-T1	CCFEE5311_005193-T1	1417	0.032707	0.152947	0.213846	515.659107	165.340893	1.756735	0.185701	236
CCFEE5311_003303-T1	CCFEE5311_005194-T1	1406	0.027656	0.364913	0.075788	627.066169	197.933831	4.070239	0.325711	407
CCFEE5311_003305-T1	CCFEE5311_005196-T1	3752	0.018832	0.275885	0.068262	1371.692671	413.307329	2.630515	0.235054	618
CCFEE5311_003307-T1	CCFEE5311_005198-T1	2748	0.010812	0.080039	0.135090	931.910924	454.089076	2.884950	0.100478	602
CCFEE5311_003332-T1	CCFEE5311_007364-T1	2814	0.018518	0.121692	0.152171	902.368333	384.631667	2.979780	0.148057	429
CCFEE5311_003338-T1	CCFEE5311_007369-T1	604	0.029121	0.394124	0.073887	245.292290	48.707710	2.539922	0.268775	98
CCFEE5311_003339-T1	CCFEE5311_007370-T1	4710	0.008231	0.243985	0.033734	1527.513656	563.486344	2.645796	0.215286	697
CCFEE5311_003343-T1	CCFEE5311_007374-T1	1717	0.027338	0.390121	0.070076	615.388986	203.611014	5.664705	0.352588	279
CCFEE5311_003422-T1	CCFEE5311_007156-T1	5162	0.063565	0.248325	0.255976	1867.447952	775.552048	4.336267	0.353341	886
CCFEE5311_003449-T1	CCFEE5311_007183-T1	1004	0.156895	0.307220	0.510693	476.466485	186.533515	1.960131	0.597565	301
CCFEE5311_003451-T1	CCFEE5311_007185-T1	5386	0.066235	0.353420	0.187410	2086.870435	913.129565	4.133393	0.460941	1137
